NARRATIVE,target,split
employee|be|pick|up|brick|off|of|stack|of|brick|while|turn|with|brick|in|his|right|hand|he|struck|the|forktruck|lift|bar|cause|laceration/contusion|on|the|tip|of|his|thumb|he|be|take|to|hospital|and|receive|five|stitch|in|his|thumb|he|do|not|miss|work,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O,test
fall|be|discover|main|43|block|fall|be|bolt|with|ft-|install|two|and|16-ft-|cable|bolt|in|intersection|and|every|ft-|16-ft-|cc|cable|bolt|with|strap|the|alternate|escapeway|be|block|and|mining|be|stop|immediately|no|people|be|affected|or|ventilation,B-accident_cause/fall|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
while|make|belt|splice|on|6b2|beltline|employee|be|pull|piece|belt|from|under|the|beltline|with|pair|of|channel|lock|when|employee|felt|sharp|pain|in|low|back|on|the|left|side,O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O,test
roof|fall|in|the|west|entry|at|cross-cut|number|17|in|number|entry|measure|approximately|60|20|the|area|have|be|mine|in|march|2002|and|support|with|fully|grout|roof|bolt|the|fall|be|cause|by|an|undetected|slip,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O,test
employee|be|assist|in|tram|feeder|off|tailpiece|feeder|cable|fell|and|struck|employee,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee,test
employee|be|go|to|repair|feeder|and|when|he|step|up|to|it|he|step|in|hole|and|pull|something|in|his|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back,test
employee|pinch|his|finger|between|the|steel|frame|of|the|multimul|and|the|pry|bar|the|employee|be|use|to|clear|product|buildup|the|prybar|get|between|the|belt|and|return|roller|of|the|multimul|employee|suffer|laceration|to|his|finger|on|both|hand|require|suture|to|repair|wound,B-person/employee|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|instal|transmission|and|hydraulic|pump|in|trojan|7500|loader|when|he|developed|back|pain|he|be|place|on|limited|duty|until|2/5|see|physician|on|an|as-needed|basis,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|believe|airlock|be|plug|he|do|not|de-energize|machine|do|not|use|lock|out|procedure|employee|remove|plate|from|the|chute|and|stuck|his|hand|into|the|discharge|chute|his|hand|contract|the|energize|airlock|and|finger|be|cut|off,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-equipment/chute|O|O|O|B-body_part/arm/hand|O|O|O|B-equipment/chute|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O,test
employee|be|duck|walk|when|top|roller|and|turn|and|fell|face|down,B-person/employee|O|O|B-activity/walking|O|O|O|O|O|O|O|O|O,test
operating|headgate|drum|on|shearer|go|towards|tailgate|a|shield|50|hit|rock|spar|in|floor|piece|of|rock|foot|square|bounce|off|shearer|and|land|on|his|right|foot|while|he|be|stand|between|shield|operating|the|shearer|by|remote|control,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|O|O|O|O|O|O|O|B-body_part/leg/foot/right_foot|I-body_part/leg/foot/right_foot|O|O|O|O|O|O|O|O|O|O|O|O,test
audiometric|record|indicate|an|industrial|hearing|loss,O|O|O|O|O|O|O,test
employee|be|try|to|adjust|the|air|operate|feed|gate|in|the|pelleted|tunnel|when|he|hit|the|top|of|the|valve|cause|it|to|close|and|catch|his|finger|in|it|this|take|the|tip|of|his|finger|off|do|not|have|air|turn|off|to|the|air|operate|gate,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
the|employee|be|run|up|flight|of|stair|to|get-to-|the|top|of|the|plant|he|have|be|work|day|week|for|month|set|up|new|plant|and|run|up|flight|of|stair|numerous|time|per|day|plus|the|stress|of|the|new|plant|not|run|correctly,O|B-person/employee|O|B-activity/running|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-activity/running|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-activity/running|O,test
employee|be|push|brick|on|conveyor|he|trap|his|right|index|finger|between|two|brick|and|sustain|crush/pinch|injury|to|the|finger|tip|and|nail,B-person/employee|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O|O|O|O,test
catwalk|broke|while|an|employee|be|assist|in|screen|change|on|21|rotex|the|employee|drop|30|''|to|the|floor|and|struck|his|right|shoulder|against|the|product|chute|on|the|east|side|of|the|rotex,O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|O|O|O|O|O|O|O|O|O|O,test
employee|file|an|allege|occupational|pneumoconiosis|claim|on|6/5/10|claim|no|2010011953.|receive|notice|that|10|award|have|be|grant|on|3/11/11|this|award|will|be|protest|since|he|be|grant|no|award|on|claim|number|2004004037|file|on|7/25/03,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|attempt|to|unplug|coal|chute|he|state|he|be|swing|sledge|hammer|side|way|when|he|felt|pull|in|his|right|shoulder|diagnosis|right|shoulder|strain|place|in|sling|for|support|restrict|duty,B-person/employee|O|O|O|O|O|B-equipment/chute|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|B-injury/muscle/strain|O|O|O|O|O|O|O,test
driver|fell|from|concentrate|truck|will|tarping|load|fell|approximately|foot-|and|struck|right|shoulder|possible|dislocation|or|fracture,B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|B-injury/dislocation|O|B-injury/fracture,test
cut|piece|of|steel|when|slag|flew|in|eye|prescription|eyeglass|without|side|shield|and|cut|goggles|be|be|worn,O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O|O|O|O|O|O|O|O|O|O,test
roof|fall|in|the|south|main|number|entry|at|47|cross-cut|intersection|and|in|by|fall|be|40|ft|long|17|ft|wide|and|12|ft|high|roof|material|consist|of|layer|shale|with|longitudinal|slip|be|be|mine|11-99|with|continuous|miner|and|support|with|ft|point|anchor|roof|bolt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/heavy_vehicle/continuous_miner|I-vehicle/heavy_vehicle/continuous_miner|O|O|O|O|O|O|O|O,test
torque|multiplier|be|put|onto|socket|and|pry|bar|handle|be|use|to|extend|the|handle|to|hold|it|from|rotate|employee|use|the|1/2|drive|ratchet|and|the|pry|bar|bent|a|the|ratchet|be|be|release|spun|and|struck|the|employee|on|the|right|thumb,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/arm/hand/thumb/right_thumb|I-body_part/arm/hand/thumb/right_thumb,test
accident|report|5/23/01|loader|be|push|truck|in|loose|sand|and|gravel|bucket|slip|off|apron|on|back|of|truck|strike|frame|and|cause|sudden|movement|operator's|head|hit|back|of|glass|of|truck,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/back|O|O|O|O,test
employee|be|ask|to|assist|another|with-anode-|that|fell|off|strongback|while|assist|employee|notice|the|anode|next|to|the|one|be|replace|wasn't|completely|on|hook|he|grabbed|the|anode|ear|and|be|push|the|ear|back|on|hook|when|opposite|ear|come|off|other|hook|employee|attempt|to|let|loose|but|left|middle|finger|be|smash|between|ear|of|anode|and|rack,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/ear|O|O|O|O|B-body_part/head/ear|B-body_part/back|O|O|O|O|B-body_part/head/ear|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/ear|O|O|O|O,test
foreman|be|fatally|injured|when|he|be|crush|with|the|rear|wheel|of|load|ford|9000|coal|truck|the|accident|occur|when|the|victim|bent|over|to|move|water|hose|and|be|crush|by|the|rear|wheel|of|the|coal|truck|move|in|reverse|toward|the|raw|coal|bin,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
grease|zerk|on|top|of|sand|screw|slip|and|bruise|left|shoulder|and|left|rib|broke|tip|of|thumb,O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|O|O|O|O|O|B-body_part/arm/hand/thumb,test
the|employee|be|closing|the|exterior|door|for|the|overtracks|silo|elevator|when|his|finger|be|caught|between|the|handle|on|the|top|door|and|the|bottom|door|the|door|be|bi-parting|door|when|the|top|section|of|the|door|be|pull|downward|the|bottom|section|automatically|move|upward|until|the|section|meet|both|section|be|equip|with|rubber|astragal,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
south|longwall|set-up|employee|remove|cover|on|motor|pull|down|on|wrench|wrench|slip|off|bolt|and|he|cut|his|hand|on|motor|stuff|box|1/2|inch|laceration|stitch|to|close|wound,O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|B-injury/laceration|O|O|O|O,test
about|30|break|rock|fell|from|top|and|struck|employee|on|head|and|right|forearm,O|O|B-injury/fracture/break|O|O|O|O|O|O|B-person/employee|O|B-body_part/head|O|O|O,test
while|change|shuttle|car|tire|the|tire|fell|on|employee|left|foot,O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|B-person/employee|B-body_part/leg/foot/left_foot|I-body_part/leg/foot/left_foot,test
employee|be|change|flat|tire|on|shuttle|car|he|be|balance|the|good|tire|when|it|get|away|from|him|and|start|to|fall|he|try|to|catch|it|from|fall|to|the|ground|and|strain|his|back|employee|work|until|the|14th|of|february,B-person/employee|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|B-person/employee|O|O|O|O|O|O,test
employee|claim|to|have|injured|his|left|knee|when|he|struck|his|knee|with|metal|jack|employee|start|miss|work|on|2/19/03|management|become|aware|of|this|on|2/27/03|when|worker|compensation|report|be|receive,B-person/employee|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee|O|O|O|O|B-body_part/leg/knee|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
the|contractor|driver|slip|when|tarping|the|trailer|mine-safety-and-health-administration-|be|notify|at|2:47|pm,O|B-person/contractor|B-person/driver|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|use|lb|shop|hammer|and|3/4|''|combination|wrench|to|loosen|nut|on|coal|mill|bowl.-employee-|struck|the|wrench|with|the|hammer|and|this|cause|the|wrench|to|bounce|up|and|strike|employee|on|top|of|his|left|hand,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,test
employee|retire|receive|workman|compensation|award|for|occupational|pneumoconiosis,B-person/employee|O|O|O|O|O|O|O|O,test
employee|strain|his|upper|back|while|climb|stair|on|04/18/07|employee's|back|be|still|hurt|he|go|to|the|doctor|and|receive|steroid|shot|in|his|back,B-person/employee|O|O|B-body_part/back/upper_back|I-body_part/back/upper_back|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back,test
employee|be|leave|supervisor's|office|walk|towards|service|room|employee|slip|on|icy|area|and|fell,B-person/employee|O|O|O|B-location/office|B-activity/walking|O|O|O|B-person/employee|O|O|O|O|O|O,test
employee|be|injured|while|remove|large|salt|chunk|from|belt|conveyor|system|when|swing|pick|to|break|the|chunk|the|employee|struck|part|of|metal|conveyor|structure|with|hand,B-person/employee|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|B-injury/fracture/break|O|O|O|B-person/employee|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|B-body_part/arm/hand,test
roof|fall|occur|in-the-|hiawatha|seam|at|cross|cut|number-16-|in|the|number-|entry|the|fall|be|about-5'-high-|18'-wide-|and|10|long,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O,test
employee|state|that|he|be|climb|down|off|of|his|front|end|loader|when|he|felt|pinch|in|his|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back,test
employee|slip|and|twist|right|ankle|when|get|out|of|truck,B-person/employee|O|O|O|B-body_part/leg/ankle/right_ankle|I-body_part/leg/ankle/right_ankle|O|O|O|O|O,test
be|drilling|hole|to|install|roof|bolt-after-|drilling|first|section|lower|drill|head|to|insert|extension|first|still|be|in|the|roof|a|put|extension|into|drill|head|the|first|st|ill|fell|from|roof|strike|my|right|hand|small|finger|the|injury|do|not|involve|any|aspect|of|compliance|with|rule|or|regulation|job|skill|attitude|or|protective|item|glove|be|worn,O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|help|remove|guard|on|his|own|climbed-|chute|while|do|this|he|place|his|hand|on|the|scalper|lay|it|on|employee's|hand|he|pull|his-hand-|back|and|slip|fall|to|floor|below|break|his|right|leg|below|the|knee,B-person/employee|O|O|O|O|O|O|O|O|B-equipment/chute|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|B-body_part/leg/right_leg|I-body_part/leg/right_leg|O|O|O,test
employee|be|observe|the|mining|machine|while|cut|coal|when|piece|of|rock|fell|from|the|roof|and|struck|him|on|the|head|and|shoulder|cause|laceration|by|his|right|eye|require|suture,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/arm/shoulder|O|B-injury/laceration|O|O|B-body_part/head/eye/right_eye|I-body_part/head/eye/right_eye|O|O,test
"in|the|right|panel|in|15,16,17|cross-cuts|in|the|number|entry|we|have|roof|fall|the|100|fall|be|approximately|8-10'-high-|the|fall|have|now|join|15|through|17|cross-cuts|and|entry|the|fall|be|cribbed|and|make|safe|the|fall|area|have|be|dangered|off",O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|B-accident_cause/fall|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O,test
welder|be|add|an|extension|onto|hopper|that|take|the|rock|to|the|mill|they|be|move|beam|in|place|and|have|very|little|body|position|space|so|he|use|his|back|to|lift|instead|of|knee|pull|low|abdomen|muscle|result|in|hernia,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/body|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O,test
he|be|lift|25|lb|bag|which|result|in|have|sore|wrist,O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/wrist,test
the|operator|miss|bottom|step|on|2012|kawasaki|loader|employee|fell|and|hit|elbow|on|step|and|need|stitch,O|B-person/operator|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/elbow|O|O|O|O|O,test
employee|and|two|others|be|work|in|the|tunnel|in|the|quarry|try|to|raid|the|gate|for|the|tail-pulley|when|it|become|unstuck|employee's|hand|get|stuck|between|the|gate|and|the|wall|the|other|two|rush|to|help|free|employee's|hand|use|piece|of|wood|to|pry|employee's|hand|out|it|take|about|minute|to|free|employee's|right|hand|employee's|thumb|be|numb,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|B-body_part/arm/hand/thumb|O|O,test
employee|be|wash|sweeper|truck|hopper|out|with|high|pressure|water|hose|when|piece|of|dry|concrete|fell|down|on|top|of|his|hat|employee|have|pain|in|neck|and|extend|to|mid|back|after|treat|with|company|doctor|employee|be|refer|to|specialist|and|due|to|restriction|he|could|not|return|to|work|on|3/22/10,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/neck|O|O|O|O|B-body_part/back|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
employee|be|underground|hang|pumpable|bag|timber|creeped|out|and|large|rock|fell|from|top|pin|him|to|mine|floor|from|knee|to|upper|body,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/body,test
remove|fill|hose|from|rock|dust|tank|and|cut|his|finger|on|the|metal|band|on|the|quick|coupler,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
injured|be|bending|roof|bolt|the|bolt|slip|and|employee|twist|arm|and|felt|pain|in|right|shoulder,O|O|O|O|O|O|O|O|O|B-person/employee|O|B-body_part/arm|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder,test
on|november|employee|be|use|sledge|hammer|to|repair|crusher|he|say|the|last|hit|felt|funny|the|next|day|his|hand|swell|up|on|november|he|go|to|doctor|doctor|say|he|have|slight|fracture|to|right|hand|the|doctor|give|him|splint|place|him|on|restrict|duty|chris|go|for|follow-up|on|november|13.|doctor|release|him|to|full|duty|a|of|november|14,O|O|B-person/employee|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/fracture|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
the|resistor|for|the|elevator|brake|be|open|have|to|order|part|no|one|be|on|the|elevator|at|this|time|corrective|action|resistor|be|order|a|well|a|spare|elevator|be|operational|around|9:00|be|on|12/3/08,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
east|right|block|14|entry|mobile-mining-unit-|oo7|4-way|intersection|20'-long-|18'-wide-|10'-high-|type|of|support|cable|bolt|6'3/4|''|resin|roof|mat|wire|screen|fall|dangered|off|additional|roof|support|instal|around|fall,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-accident_cause/fall,test
lift|top|structure|and|instal|in|belt|line|on|belt-move-|and|pull|something|in|right|shoulder,O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder,test
employee|be|raise|the|gantry|when|the|gantry|fell|and|pull|the|employee's|arm,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm,test
employee|be|scoop|around|the|feeder|area|when|the|bucket|of|his|scoop|caught|the|bat|wing|and|a|he|continued|to|back|up|the|bucket|drop|down|cause|employee|to|jam|his|head|into|the|canopy|reportable|lose|time|injury|a|of|9/30/10|due|to|surgery,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/head|O|O|O|O|O|O|B-injury|O|O|O|O|O|O,test
employee|be|fill|the|steam|cleaner|with|gunk|liquid|pressure|wash|compound|a|he|be|fill|the|machine|the|can|slip|and|some|of|the|fluid|get|on|his|face|he|be|take|to|smith|northview|hospital|to|be|see|by|doctor|a|precaution|he|be|see|by|the|doctor|and|release|back|to|full|duty|there|be|no|burn|or|other|visible|injury,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O,test
while|work|employee|step|into|hole|and|fell|strike|his|right|arm|shoulder|and|head|and|felt|pain|pain|worsen|and|he|call|an|emergency-medical-technician-|transport|by|ambulance|to|st|john's|emergency-room-|springfield|no|fracture|be|identify|and|he|be|schedule|to|undergo|series|of|physical|therapy|session|make|this|medical|reportable|event,O|O|B-person/employee|O|O|O|O|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm|B-body_part/arm/shoulder|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
attempt|to|change|belt|on|pump-get-|left|thumb|caught|between|sheave|and|belt|jerked|thumb|out|of|pinch|point|lacerate|thumb|and|break|tip|of|bone|injury|require|stitch,O|O|O|O|O|O|B-body_part/arm/hand/thumb/left_thumb|I-body_part/arm/hand/thumb/left_thumb|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|B-injury|O|O,test
this|incident|do|not|involve|miner|private|vehicle|travel|north|on|williams|street|left|the|roadway|strike|section|of|fence|and|the|main|gate|at|the|entrance|to|thornton|quarry|the|driver|sustain|injury|and|be|transport|by|ambulance|to|christ|hospital|the|thornton|illinois|police|department|be|handle|the|investigation,O|O|O|O|O|O|O|B-vehicle|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,test
an|unplanned|roof|fall|occur|in|the|12|longwall|tailgate|the|fall|measure|approx|16-ft-|wide|foot|high|by|25|foot|long|no|injury|or|equipment|damage|a|result|of|this|incident,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|O|O|O|O|O|O,test
employee|be|set|stiff|jack|at|headdrive|when|piece|of|drawrock|fell|hit|left|hand|ring|finger|suture|require|employee|have|return|to|regular|duty|with|no|restriction,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O,test
